,Customer ID,Total Amount,Frequency,Last Time,Clustering
71,12417.0,6708.21,381,2,0
72,12418.0,2016.9500000000003,103,112,0
73,12419.0,503.01,25,385,2
74,12420.0,600.3900000000001,29,63,0
75,12421.0,1092.83,67,15,0
76,12422.0,4119.349999999998,176,95,0
77,12423.0,2612.1899999999987,166,0,0
78,12424.0,3289.78,97,162,0
79,12425.0,1680.8099999999995,95,77,0
80,12426.0,1311.4100000000003,82,194,0
81,12427.0,1011.8700000000001,45,11,0
82,12428.0,7877.200000000004,300,25,0
83,12429.0,7435.509999999997,174,8,0
84,12430.0,256.4,11,42,0
85,12431.0,10719.409999999989,413,35,0
86,12432.0,5059.3200000000015,108,42,0
87,12433.0,20428.86000000001,707,0,0
88,12434.0,1062.4799999999996,74,84,0
89,12435.0,13925.930000000008,112,79,0
90,12436.0,509.01000000000005,16,99,0
91,12437.0,12394.850000000002,583,1,0
92,12438.0,2906.8500000000004,98,13,0
93,12439.0,1104.48,75,682,2
94,12440.0,768.1500000000002,35,456,2
95,12441.0,347.09999999999997,22,366,2
96,12442.0,172.06,12,2,0
97,12443.0,485.31000000000006,21,731,2
98,12444.0,5005.46,177,20,0
99,12445.0,426.47999999999996,25,21,0
100,12446.0,1002.3099999999998,58,57,0
101,12447.0,476.49,26,242,0
102,12448.0,449.4500000000001,22,43,0
103,12449.0,4835.889999999999,201,21,0
104,12450.0,666.9499999999999,40,155,0
105,12451.0,12546.52999999999,514,10,0
106,12452.0,428.57000000000005,23,16,0
107,12453.0,707.0899999999999,43,133,0
108,12454.0,4292.709999999999,72,52,0
109,12455.0,5879.950000000002,227,72,0
110,12456.0,3153.889999999998,129,43,0
111,12457.0,2472.3099999999995,93,57,0
112,12458.0,1777.4900000000002,84,70,0
113,12459.0,454.3599999999999,23,604,2
114,12460.0,326.65,18,455,2
115,12461.0,826.8800000000001,35,93,0
116,12462.0,1124.0099999999998,72,1,0
117,12463.0,1303.6299999999997,88,45,0
118,12464.0,1212.0499999999997,29,9,0
119,12465.0,733.8900000000001,51,7,0
120,12466.0,56.73,1,681,2
121,12467.0,-2.1316282072803006e-14,18,385,2
122,12468.0,3624.550000000001,163,142,0
123,12469.0,3070.539999999998,76,522,2
124,12470.0,211.95000000000002,23,689,2
125,12471.0,37948.60999999999,1298,1,0
126,12472.0,16956.690000000017,1049,30,0
127,12473.0,2848.2299999999996,179,28,0
128,12474.0,11966.449999999999,764,16,0
129,12475.0,1149.64,61,53,0
130,12476.0,13715.61999999998,564,0,0
131,12477.0,20173.639999999996,572,22,0
132,12478.0,680.9900000000002,36,3,0
133,12479.0,477.30000000000007,35,3,0
134,12480.0,5435.100000000001,245,27,0
135,12481.0,12217.02999999999,395,22,0
136,12482.0,21893.529999999984,207,449,2
137,12483.0,4846.869999999998,148,16,0
138,12484.0,6303.850000000001,484,32,0
139,12485.0,708.0999999999999,34,528,2
140,12486.0,1037.2800000000002,49,431,2
141,12487.0,259.79999999999995,3,730,2
142,12488.0,1298.6599999999999,55,9,0
143,12489.0,334.92999999999995,15,335,2
144,12490.0,9818.64000000001,463,4,0
145,12491.0,460.4000000000001,26,38,0
146,12492.0,715.2100000000002,42,62,0
147,12493.0,416.79,23,165,0
148,12494.0,1743.5200000000007,122,9,0
149,12495.0,323.4,19,634,2
150,12496.0,54.09,13,619,2
151,12497.0,6211.75,58,81,0
152,12498.0,403.7,23,20,0
153,12499.0,393.71999999999997,27,559,2
154,12500.0,5872.310000000002,156,22,0
155,12501.0,2089.68,160,314,2
156,12502.0,3723.87,147,95,0
157,12503.0,0.0,3,337,2
158,12504.0,411.0,26,17,0
159,12505.0,908.0000000000001,47,300,2
160,12506.0,73.50000000000003,23,232,0
161,12507.0,1797.3100000000002,51,133,0
162,12508.0,398.27000000000004,69,25,0
163,12509.0,176.5,7,283,2
164,12510.0,3689.3299999999986,154,142,0
165,12511.0,3065.770000000001,194,414,2
166,12512.0,138.03000000000006,34,65,0
167,12513.0,586.7900000000001,36,84,0
168,12514.0,1597.7600000000002,84,266,0
169,12515.0,383.7,16,352,2
170,12516.0,2648.62,74,77,0
171,12517.0,2464.8899999999994,286,27,0
172,12518.0,2056.8899999999994,124,0,0
173,12519.0,695.19,42,63,0
174,12520.0,2582.5099999999998,155,78,0
175,12521.0,599.6800000000001,38,142,0
176,12522.0,192.72000000000003,12,38,0
177,12523.0,4220.849999999999,265,1,0
178,12524.0,11091.359999999993,242,8,0
179,12525.0,835.1799999999995,77,490,2
180,12526.0,1316.6600000000005,71,0,0
181,12527.0,735.5100000000001,32,81,0
182,12528.0,1922.2800000000009,95,8,0
183,12529.0,311.78,23,522,2
184,12530.0,3689.8600000000006,162,59,0
185,12531.0,1899.0499999999997,133,14,0
186,12532.0,349.83,16,29,0
187,12533.0,1149.9899999999993,90,618,2
188,12534.0,1089.18,63,130,0
189,12535.0,716.3500000000001,34,91,0
190,12536.0,4106.820000000003,273,7,0
191,12537.0,732.9399999999998,43,408,2
192,12538.0,640.4499999999999,34,28,0
193,12539.0,9498.900000000001,505,21,0
194,12540.0,22107.29000000004,775,19,0
195,12541.0,981.1800000000002,52,29,0
196,12542.0,423.37999999999994,45,483,2
197,12543.0,980.2500000000002,43,447,2
198,12544.0,355.7,20,29,0
199,12545.0,1000.3899999999999,50,74,0
200,12546.0,1141.5,70,46,0
201,12547.0,383.5799999999999,21,197,0
202,12548.0,95.19999999999999,5,165,0
203,12549.0,1575.6799999999998,49,575,2
204,12550.0,964.8299999999994,57,78,0
205,12551.0,168.0,10,357,2
206,12552.0,437.81999999999994,20,38,0
207,12553.0,4548.820000000003,244,7,0
208,12554.0,468.49999999999994,26,448,2
209,12555.0,129.23,1,681,2
210,12556.0,603.7099999999997,121,49,0
211,12557.0,18716.14,58,15,0
212,12558.0,2.6645352591003757e-14,22,1,0
213,12559.0,536.2099999999999,22,310,2
214,12560.0,2101.3900000000003,111,4,0
215,12561.0,238.85,16,302,2
216,12562.0,4966.920000000003,207,7,0
217,12563.0,249.24,13,408,2
218,12564.0,456.9000000000001,21,260,0
219,12565.0,131.17,10,281,2
220,12566.0,346.70000000000005,20,72,0
221,12567.0,13393.81999999999,658,22,0
222,12568.0,70.0,5,644,2
223,12569.0,4064.989999999999,191,1,0
224,12570.0,77.52,1,681,2
225,12571.0,519.6099999999999,34,39,0
226,12572.0,1004.7200000000003,62,8,0
227,12573.0,717.4100000000001,119,226,0
228,12574.0,218.45000000000002,11,315,2
229,12575.0,622.8199999999999,38,456,2
230,12576.0,2083.870000000001,147,35,0
231,12577.0,1591.350000000001,303,34,0
232,12578.0,4572.449999999999,181,20,0
233,12579.0,410.71999999999997,31,72,0
234,12580.0,1052.9,58,246,0
235,12581.0,197.70999999999998,15,39,0
236,12582.0,1980.4,103,238,0
237,12583.0,14344.900000000005,471,2,0
238,12584.0,1893.9500000000005,126,3,0
239,12585.0,1982.809999999999,97,233,0
240,12586.0,2028.670000000001,96,16,0
241,12587.0,144.0,4,7,0
242,12588.0,938.98,48,38,0
243,12589.0,3094.170000000001,212,28,0
244,12590.0,9853.480000000001,72,189,0
245,12591.0,1352.1500000000005,69,316,2
246,12592.0,1152.6200000000003,84,91,0
247,12593.0,418.09999999999997,21,108,0
248,12594.0,5044.510000000005,202,37,0
249,12595.0,299.02000000000004,19,504,2
250,12596.0,618.27,27,50,0
251,12597.0,3683.1300000000015,214,18,0
252,12598.0,4414.669999999999,211,9,0
253,12599.0,2296.7199999999993,133,28,0
254,12600.0,4955.790000000002,140,28,0
255,12601.0,673.76,35,189,0
256,12602.0,153.12000000000003,12,58,0
257,12603.0,739.1999999999999,3,21,0
258,12604.0,254.17999999999995,16,78,0
259,12605.0,1217.9499999999991,82,364,2
260,12606.0,21.0,1,681,2
261,12607.0,3.339550858072471e-13,202,57,0
262,12608.0,415.78999999999996,16,404,2
263,12609.0,3417.8599999999997,176,77,0
264,12610.0,2057.9900000000007,111,22,0
265,12611.0,1193.32,65,51,0
266,12612.0,643.5900000000001,21,57,0
267,12613.0,6591.520000000006,347,30,0
268,12614.0,315.59999999999997,20,277,2
269,12615.0,5564.88,278,1,0
270,12616.0,1045.35,59,84,0
271,12617.0,355.5300000000002,42,28,0
272,12618.0,177.31,11,21,0
273,12619.0,3354.95,105,15,0
274,12620.0,1339.4099999999999,92,14,0
275,12621.0,24579.31000000001,786,1,0
276,12622.0,180.09999999999997,11,231,0
277,12623.0,3639.84,176,275,2
278,12624.0,641.1300000000001,38,105,0
279,12625.0,5095.379999999998,188,211,0
280,12626.0,6388.3499999999985,307,22,0
281,12627.0,4478.53,230,10,0
282,12628.0,769.6099999999998,43,3,0
283,12629.0,1558.2199999999998,45,385,2
284,12630.0,1270.8799999999999,64,9,0
285,12631.0,3452.2699999999995,186,56,0
286,12632.0,738.8799999999999,38,520,2
287,12633.0,5595.210000000003,313,58,0
288,12634.0,490.0,20,535,2
289,12635.0,2930.4100000000017,179,89,0
290,12636.0,141.0,1,738,2
291,12637.0,8271.660000000007,639,66,0
292,12638.0,921.4900000000001,48,32,0
293,12639.0,1312.37,64,238,0
294,12640.0,1174.58,53,23,0
295,12641.0,185.9,10,114,0
296,12642.0,1013.26,47,24,0
297,12643.0,7880.899999999998,56,127,0
298,12644.0,1815.540000000001,123,129,0
299,12645.0,3499.1000000000017,163,33,0
300,12646.0,1346.9700000000003,45,4,0
301,12647.0,17682.789999999997,574,21,0
302,12648.0,1097.0,66,154,0
303,12649.0,2238.7,124,106,0
304,12650.0,314.44,20,2,0
305,12651.0,365.3,32,334,2
306,12652.0,1011.5799999999999,54,321,2
307,12653.0,4160.83,86,148,0
308,12654.0,601.98,38,10,0
309,12655.0,261.35,16,423,2
310,12656.0,6320.7800000000025,253,16,0
311,12657.0,1152.06,56,10,0
312,12658.0,686.0500000000001,36,18,0
313,12659.0,91.68,5,29,0
314,12660.0,245.10000000000002,13,10,0
315,12661.0,162.00000000000003,11,435,2
316,12662.0,6949.170000000008,411,0,0
317,12663.0,204.0,11,624,2
318,12664.0,6052.039999999999,46,7,0
319,12665.0,301.45,21,324,2
320,12666.0,1020.98,33,358,2
321,12667.0,620.13,33,57,0
322,12668.0,11380.70999999999,546,6,0
323,12669.0,1607.7300000000002,102,150,0
324,12670.0,3750.39,117,9,0
325,12671.0,2622.481000000001,45,605,2
326,12672.0,410.5,25,329,2
327,12673.0,1230.0200000000002,74,4,0
328,12674.0,1919.3100000000002,91,11,0
329,12675.0,934.8000000000002,115,553,2
330,12676.0,2773.09,108,24,0
331,12677.0,389.3,23,554,2
332,12678.0,33851.12999999998,381,41,0
333,12679.0,1058.67,56,51,0
334,12680.0,880.81,53,0,0
335,12681.0,30551.76,1494,14,0
336,12682.0,23945.80999999997,1042,3,0
337,12683.0,12418.6,561,3,0
338,12684.0,2283.6299999999997,105,7,0
339,12685.0,2863.0800000000004,157,27,0
340,12686.0,178.28,14,371,2
341,12687.0,2138.9100000000003,126,480,2
342,12688.0,4873.810000000005,171,113,0
343,12689.0,1247.61,72,25,0
344,12690.0,389.00999999999993,16,205,0
345,12691.0,1170.4,39,27,0
346,12692.0,110.95,13,636,2
347,12693.0,1640.4199999999998,83,120,0
348,12694.0,1839.4500000000012,84,69,0
349,12695.0,1407.12,59,6,0
350,12696.0,801.15,50,434,2
351,12697.0,939.02,43,20,0
352,12698.0,339.75000000000006,16,589,2
353,12699.0,638.1100000000001,41,417,2
354,12700.0,4867.990000000006,270,7,0
355,12701.0,2446.4100000000003,147,79,0
356,12702.0,219.0,12,19,0
357,12703.0,892.1799999999998,84,63,0
358,12704.0,2220.84,90,6,0
359,12705.0,11553.999999999985,626,14,0
360,12706.0,-91.89,1,681,2
361,12707.0,603.42,33,291,2
362,12708.0,5118.159999999999,336,29,0
363,12709.0,30312.61000000002,588,2,0
364,12710.0,1130.5700000000006,79,96,0
365,12711.0,1339.0499999999993,60,611,2
366,12712.0,6979.659999999997,294,22,0
367,12713.0,848.5499999999998,38,0,0
368,12714.0,14093.710000000014,696,8,0
369,12715.0,353.85999999999996,21,105,0
370,12716.0,1053.4899999999996,69,3,0
371,12717.0,1258.9100000000003,72,150,0
372,12718.0,238.25000000000003,19,70,0
373,12719.0,608.0999999999999,42,4,0
374,12720.0,8047.879999999995,533,2,0
375,12721.0,3906.6799999999994,254,31,0
376,12722.0,904.33,57,84,0
377,12723.0,725.0699999999998,69,3,0
378,12724.0,2317.5200000000004,129,4,0
379,12725.0,2694.56,130,370,2
380,12726.0,4014.5999999999985,179,27,0
381,12727.0,5646.53,205,10,0
382,12728.0,1070.1699999999998,61,70,0
383,12729.0,453.0100000000001,26,113,0
384,12730.0,829.2500000000001,47,521,2
385,12731.0,25673.210000000036,396,23,0
386,12732.0,236.2600000000001,12,179,0
387,12733.0,2326.82,162,233,0
388,12734.0,639.6499999999999,19,352,2
389,12735.0,779.5699999999998,43,314,2
390,12736.0,234.00000000000003,4,332,2
391,12737.0,3710.5,2,498,2
392,12738.0,310.69999999999993,22,371,2
393,12739.0,2726.7300000000005,89,77,0
394,12740.0,427.5999999999999,27,63,0
395,12741.0,406.07000000000005,16,528,2
396,12742.0,1185.02,68,599,2
397,12743.0,546.4299999999997,134,133,0
398,12744.0,13158.159999999996,346,51,0
399,12745.0,925.4100000000002,23,486,2
400,12746.0,230.85,20,527,2
401,12747.0,9164.590000000006,265,1,0
402,12748.0,49970.12999999977,7307,0,0
403,12749.0,6328.4900000000025,398,3,0
404,12750.0,275.88,15,128,0
405,12751.0,268.27,62,444,2
406,12752.0,4366.779999999999,53,80,0
407,12753.0,21024.010000000002,230,3,0
408,12754.0,2949.12,65,235,0
409,12755.0,6406.3499999999985,117,249,0
410,12756.0,112.08000000000001,4,86,0
411,12757.0,4227.7000000000035,377,15,0
412,12758.0,9778.999999999998,317,116,0
413,12759.0,5020.739999999994,302,51,0
414,12760.0,347.8,21,455,2
415,12761.0,782.95,27,457,2
416,12762.0,1898.5200000000004,69,7,0
417,12763.0,814.1600000000001,34,137,0
418,12764.0,1693.8800000000003,45,316,2
419,12765.0,1404.58,68,471,2
420,12766.0,10026.429999999993,459,3,0
421,12767.0,949.8199999999999,43,375,2
422,12768.0,2.1316282072803006e-14,20,431,2
423,12769.0,1143.6000000000001,32,238,0
424,12770.0,2975.95,37,210,0
425,12771.0,262.5,16,464,2
426,12772.0,892.4700000000004,55,59,0
427,12773.0,-1.7763568394002505e-15,12,563,2
428,12774.0,98.7,6,535,2
429,12775.0,1651.3200000000006,82,16,0
430,12776.0,55.5,4,667,2
431,12777.0,519.4499999999999,26,457,2
432,12778.0,1757.6800000000012,115,19,0
433,12779.0,6406.759999999998,295,20,0
434,12780.0,337.39999999999986,20,598,2
435,12781.0,707.72,30,20,0
436,12782.0,4526.039999999998,241,4,0
437,12783.0,1603.8699999999997,86,1,0
438,12784.0,1804.750000000001,131,8,0
439,12785.0,1079.31,58,2,0
440,12786.0,728.4999999999999,18,609,2
441,12787.0,859.18,45,9,0
442,12788.0,444.90000000000003,26,462,2
443,12789.0,273.34999999999997,8,64,0
444,12790.0,563.4499999999999,40,191,0
445,12791.0,777.7500000000001,32,373,2
446,12792.0,813.8799999999999,48,256,0
447,12793.0,1017.3299999999999,51,334,2
448,12794.0,860.4099999999999,45,52,0
449,12795.0,430.4800000000001,14,18,0
450,12796.0,381.0,7,627,2
451,12797.0,725.46,49,359,2
452,12798.0,8510.93,33,9,0
453,12799.0,219.35000000000002,15,528,2
454,12800.0,584.2499999999999,34,469,2
455,12801.0,1031.87,51,477,2
456,12802.0,2350.4200000000005,140,183,0
457,12803.0,1092.81,55,392,2
458,12804.0,327.02,67,465,2
459,12805.0,1434.9500000000005,58,381,2
460,12806.0,2878.959999999999,67,434,2
461,12807.0,269.95,18,382,2
462,12808.0,906.0999999999997,54,36,0
463,12809.0,1705.3400000000001,89,167,0
464,12810.0,534.99,32,534,2
465,12811.0,1033.9,56,260,0
466,12812.0,229.63999999999993,15,44,0
467,12813.0,1687.8000000000009,45,501,2
468,12814.0,125.92,2,101,0
469,12815.0,1063.46,47,147,0
470,12816.0,572.2,29,95,0
471,12817.0,690.98,25,280,2
472,12818.0,1517.8799999999999,16,177,0
473,12819.0,540.5200000000001,19,457,2
474,12820.0,2647.940000000002,163,2,0
475,12821.0,220.79999999999998,13,213,0
476,12822.0,918.9799999999999,47,70,0
477,12823.0,6501.5,18,74,0
478,12824.0,397.11999999999995,25,59,0
479,12825.0,518.63,24,520,2
480,12826.0,2928.6900000000032,171,2,0
481,12827.0,430.15,25,5,0
482,12828.0,1018.7100000000003,56,2,0
483,12829.0,345.3500000000001,20,321,2
484,12830.0,6748.4000000000015,39,37,0
485,12831.0,451.11,22,261,0
486,12832.0,383.03000000000003,27,31,0
487,12833.0,417.37999999999994,24,144,0
488,12834.0,312.38,18,282,2
489,12835.0,6018.669999999981,630,417,2
490,12836.0,6546.469999999993,418,58,0
491,12837.0,688.41,92,172,0
492,12838.0,3376.0299999999997,427,33,0
493,12839.0,9927.82999999999,586,2,0
494,12840.0,4013.870000000001,181,143,0
495,12841.0,7390.479999999985,722,4,0
496,12842.0,1917.9900000000002,48,69,0
497,12843.0,6345.609999999997,230,65,0
498,12844.0,648.6000000000001,103,28,0
499,12845.0,354.09000000000003,27,266,0
500,12846.0,15.58,1,681,2
501,12847.0,1636.8999999999999,126,21,0
502,12848.0,208.00000000000003,16,675,2
503,12849.0,3090.5600000000004,148,30,0
504,12850.0,330.0,2,445,2
505,12851.0,284.13000000000005,80,96,0
506,12852.0,299.75,20,289,2
507,12853.0,3728.5000000000023,157,107,0
508,12854.0,2922.369999999999,275,78,0
509,12855.0,650.9400000000005,70,372,2
510,12856.0,2162.680000000001,317,7,0
511,12857.0,3684.249999999999,122,210,0
512,12858.0,151.73000000000002,50,382,2
513,12859.0,575.0999999999999,21,458,2
514,12860.0,55.47,17,692,2
515,12861.0,68.25,4,619,2
516,12862.0,1008.3200000000004,133,425,2
517,12863.0,2775.55,49,51,0
518,12864.0,299.57,7,137,0
519,12865.0,3303.3100000000018,196,25,0
520,12866.0,1227.35,63,282,2
521,12867.0,7862.6899999999905,1076,25,0
522,12868.0,2247.0600000000004,146,185,0
523,12869.0,337.66999999999996,37,681,2
524,12870.0,1647.1500000000005,97,365,2
525,12871.0,744.0199999999998,18,83,0
526,12872.0,3678.339999999996,438,326,2
527,12873.0,2027.3000000000002,35,281,2
528,12874.0,933.4199999999998,49,384,2
529,12875.0,1356.99,8,142,0
530,12876.0,4068.5900000000006,171,57,0
531,12877.0,2955.1699999999983,277,3,0
532,12878.0,841.6399999999999,49,17,0
533,12879.0,552.57,12,44,0
534,12880.0,640.1299999999998,36,381,2
535,12881.0,298.0,7,275,2
536,12882.0,1463.0399999999995,13,8,0
537,12883.0,703.4700000000001,42,24,0
538,12884.0,309.05000000000007,7,87,0
539,12885.0,1158.2699999999995,72,62,0
540,12886.0,1351.0900000000001,86,67,0
541,12887.0,222.4,13,383,2
542,12888.0,313.77,7,213,0
543,12889.0,365.6600000000001,27,380,2
544,12890.0,717.2699999999999,139,23,0
545,12891.0,819.5,12,185,0
546,12892.0,263.37999999999994,18,396,2
547,12893.0,188.14,34,30,0
548,12894.0,157.35,21,574,2
549,12895.0,347.29999999999995,24,41,0
550,12896.0,-29.75,1,730,2
551,12897.0,514.25,14,204,0
552,12898.0,310.96000000000004,32,463,2
553,12899.0,366.4,17,413,2
554,12900.0,340.33000000000004,13,421,2
555,12901.0,16293.099999999997,125,8,0
556,12902.0,138.68,10,264,0
557,12903.0,833.5300000000001,41,428,2
558,12904.0,509.57999999999976,72,17,0
559,12905.0,1011.8200000000003,55,576,2
560,12906.0,2919.809999999999,63,11,0
561,12907.0,440.3599999999999,29,395,2
562,12908.0,1272.0,7,58,0
563,12909.0,3034.7700000000004,168,39,0
564,12910.0,5747.019999999999,138,22,0
565,12911.0,1680.4700000000003,248,551,2
566,12912.0,1662.3,24,2,0
567,12913.0,6700.8600000000015,96,4,0
568,12914.0,223.98,9,400,2
569,12915.0,1084.8500000000004,81,148,0
570,12916.0,4630.219999999998,186,138,0
571,12917.0,4329.500000000001,53,127,0
572,12918.0,-10953.5,3,625,2
573,12919.0,1301.4399999999998,52,7,0
574,12920.0,488.09000000000003,60,16,0
575,12921.0,34639.45000000005,1612,3,0
576,12922.0,405.38,28,160,0
577,12923.0,789.8699999999998,62,63,0
578,12924.0,2423.1499999999996,76,87,0
579,12925.0,729.3299999999997,50,4,0
580,12926.0,1548.4600000000007,274,410,2
581,12927.0,197.31,11,394,2
582,12928.0,4304.890000000002,179,34,0
583,12929.0,105.10000000000001,9,121,0
584,12930.0,409.90000000000003,27,77,0
585,12931.0,71299.67000000004,282,21,0
586,12932.0,1698.5600000000004,95,538,2
587,12933.0,1627.2800000000016,300,23,0
588,12934.0,181.65,2,736,2
589,12935.0,4182.010000000001,260,1,0
590,12936.0,1012.9000000000003,63,16,0
591,12937.0,3097.6099999999997,217,14,0
592,12938.0,114.14,9,25,0
593,12939.0,25264.800000000007,86,63,0
594,12940.0,876.29,103,45,0
595,12941.0,377.4900000000002,27,723,2
596,12942.0,942.6500000000001,91,130,0
597,12943.0,488.9999999999999,27,300,2
598,12944.0,604.51,30,35,0
599,12945.0,900.11,51,287,2
600,12946.0,324.45,20,436,2
601,12947.0,1711.3299999999997,120,143,0
602,12948.0,2306.18,127,15,0
603,12949.0,15391.000000000015,725,30,0
604,12950.0,1843.0,23,1,0
605,12951.0,3164.42,201,8,0
606,12952.0,1382.8400000000004,80,5,0
607,12953.0,828.8099999999998,48,9,0
608,12954.0,162.45,10,638,2
609,12955.0,4734.259999999999,183,0,0
610,12956.0,521.8899999999998,42,305,2
611,12957.0,8628.420000000004,500,3,0
612,12958.0,539.4899999999999,57,399,2
613,12959.0,133.35,9,483,2
614,12960.0,1322.0700000000002,70,413,2
615,12961.0,211.99,40,378,2
616,12962.0,266.39000000000004,16,6,0
617,12963.0,3512.7900000000027,197,7,0
618,12964.0,132.24,26,436,2
619,12965.0,771.9099999999996,109,88,0
620,12966.0,160.18,10,9,0
621,12967.0,3840.77,94,2,0
622,12968.0,135.95,5,111,0
623,12969.0,122.45,5,602,2
624,12970.0,1524.9700000000003,383,6,0
625,12971.0,15482.740000000002,429,3,0
626,12972.0,1115.9499999999998,85,413,2
627,12973.0,385.55,6,413,2
628,12974.0,408.95,32,197,0
629,12975.0,1993.9900000000007,118,429,2
630,12976.0,3156.3799999999983,154,211,0
631,12977.0,517.6299999999999,59,155,0
632,12978.0,2496.069999999999,164,384,2
633,12979.0,479.54000000000013,57,728,2
634,12980.0,15909.389999999998,59,155,0
635,12981.0,372.21999999999997,20,29,0
636,12982.0,2562.12,214,239,0
637,12983.0,490.08,30,597,2
638,12984.0,97.5,4,18,0
639,12985.0,1215.6200000000001,78,0,0
640,12986.0,1991.590000000002,142,402,2
641,12987.0,1298.51,68,73,0
642,12988.0,535.32,92,291,2
643,12989.0,12846.800000000001,105,2,0
644,12990.0,955.4999999999999,27,30,0
645,12991.0,764.8199999999999,45,22,0
646,12992.0,93.35000000000001,6,724,2
647,12993.0,1191.2600000000002,82,22,0
648,12994.0,902.2200000000001,73,3,0
649,12995.0,200.72,5,77,0
650,12996.0,355.5,22,375,2
651,12997.0,2065.1099999999997,121,21,0
652,12998.0,897.3799999999999,61,492,2
653,12999.0,455.8799999999999,28,195,0
654,13000.0,965.0000000000002,65,106,0
655,13001.0,24136.04999999996,1031,3,0
656,13002.0,414.13000000000005,23,317,2
657,13003.0,149.05,6,105,0
658,13004.0,11143.989999999989,857,11,0
659,13005.0,935.0299999999999,60,173,0
660,13006.0,81.57,4,55,0
661,13007.0,175.25,11,579,2
662,13008.0,543.28,39,322,2
663,13009.0,234.0,4,672,2
664,13010.0,330.12,12,373,2
665,13011.0,101.10000000000002,6,371,2
666,13012.0,2591.1800000000017,175,8,0
667,13013.0,12601.820000000007,557,0,0
668,13014.0,5220.830000000003,242,2,0
669,13015.0,6465.719999999998,359,52,0
670,13016.0,789.8899999999996,47,72,0
671,13017.0,204.0,1,6,0
672,13018.0,9742.809999999996,606,15,0
673,13019.0,1212.9500000000003,57,378,2
674,13020.0,606.9600000000002,42,547,2
675,13021.0,4786.379999999997,266,3,0
676,13022.0,65.3,5,429,2
677,13023.0,1449.0300000000002,76,63,0
678,13024.0,535.42,34,463,2
679,13025.0,323.39,13,731,2
680,13026.0,1690.1200000000001,86,0,0
681,13027.0,17148.0,90,113,0
682,13028.0,659.6800000000001,47,22,0
683,13029.0,1927.2999999999997,17,30,0
684,13030.0,1227.2199999999998,159,10,0
685,13031.0,3419.2699999999973,435,406,2
686,13032.0,2817.5900000000015,219,38,0
687,13033.0,220.54999999999998,13,356,2
688,13034.0,922.6799999999998,55,54,0
689,13035.0,1328.95,45,57,0
690,13036.0,307.1,6,684,2
691,13037.0,3842.5499999999993,241,137,0
692,13038.0,908.46,28,79,0
